classification_path,name,is_group,table_column,printed_page,scan_leaf,unit_code,unit,persons,males,females
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,24,Gwalior State,2228829,1192752,1036077
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,25,Hyderabad State,1573630,819138,754492
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,26,Jammu and Kashmir State,6257,3499,2758
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,27,Madras States Agency,19647,10063,9584
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,27a,Cochin State,2565,1340,1225
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,27b,Travancore State,4552,2426,2126
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,27c,Other Madras States,12530,6297,6233
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,28,Mysore State,382876,202493,180383
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,29,North-West Frontier Province (Agencies and Tribal Areas),4521,4436,85
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,30,Punjab States,97185,52422,44763
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,31,Punjab States Agency,459445,246529,212916
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,32,Rajputana Agency,1721186,926351,794835
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,33,Sikkim State,86,84,2
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,34,United Provinces States,1205101,617474,587627
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Western Hindi,Western Hindi,0,746,496,501,35,Western India States Agency,67116,35972,31144
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,INDIA,India,13897896,7271204,6626692
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,PROV,Provinces,1619771,865151,754620
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,STATES,States and Agencies,12278125,6406053,5872072
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,1,Ajmer-Merwara,427691,222725,204966
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,3,Assam,15854,11376,4478
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,4,Baluchistan (Districts and Administered Territories),524,323,201
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,5,Bengal,18876,12397,6479
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,6,Bihar and Orissa,17945,10132,7813
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,7,Bombay (including Aden),293422,167957,125465
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,8,Burma,388,153,235
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,9,Central Provinces and Berar,336648,178179,158469
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,10,Coorg,7,7,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,11,Delhi,6730,3796,2934
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,12,Madras,53784,28116,25668
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,13,North-West Frontier Province (Districts and Administered Territories),596,309,287
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,14,Punjab,428894,218515,210379
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,15,United Provinces of Agra and Oudh,18412,11166,7246
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,16,Assam States,391,237,154
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,17,Baluchistan States,6,2,4
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,18,Baroda State,7246,4389,2857
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,19,Bengal States,698,528,170
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,20,Bihar and Orissa States,4339,2052,2287
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,21,Bombay States,9517,5555,3962
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,22,Central India Agency,1646881,850226,796655
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,23,Central Provinces States,9900,5243,4657
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,24,Gwalior State,1133081,588288,544793
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,25,Hyderabad State,270868,141034,129834
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,26,Jammu and Kashmir State,320345,171917,148428
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,27,Madras States Agency,639,312,327
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,27a,Cochin State,1,1,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,27c,Other Madras States,638,311,327
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,28,Mysore State,59711,30845,28866
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,30,Punjab States,44,23,21
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,31,Punjab States Agency,184506,97016,87490
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,32,Rajputana Agency,8606659,4496024,4110635
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,33,Sikkim State,264,210,54
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,34,United Provinces States,8,7,1
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Rajasthani,Rajasthani,0,749,496,501,35,Western India States Agency,23022,12145,10877
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,INDIA,India,10849984,5610012,5239972
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,PROV,Provinces,3635598,1921675,1713923
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,STATES,States and Agencies,7214386,3688337,3526049
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,1,Ajmer-Merwara,1626,969,657
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,2,Andaman and Nicobar Islands,139,122,17
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,3,Assam,2033,1138,895
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,4,Baluchistan (Districts and Administered Territories),615,405,210
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,5,Bengal,6505,4462,2043
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,6,Bihar and Orissa,5304,3412,1892
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,7,Bombay (including Aden),3426127,1805811,1620316
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,7a,Aden,2618,1702,916
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,8,Burma,17706,12511,5195
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,9,Central Provinces and Berar,56249,32686,23563
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,10,Coorg,53,33,20
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,11,Delhi,833,535,298
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,12,Madras,111770,55456,56314
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,13,North-West Frontier Province (Districts and Administered Territories),144,56,88
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,14,Punjab,2382,1640,742
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,15,United Provinces of Agra and Oudh,4112,2439,1673
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,16,Assam States,2,1,1
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,17,Baluchistan States,3,3,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,18,Baroda State,2119551,1088238,1031313
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,19,Bengal States,89,71,18
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,20,Bihar and Orissa States,900,570,330
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,21,Bombay States,1453228,748110,705118
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,22,Central India Agency,63292,33071,30221
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,23,Central Provinces States,1062,662,400
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,24,Gwalior State,28661,17093,11568
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,25,Hyderabad State,33915,18069,15846
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,26,Jammu and Kashmir State,289,235,54
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,27,Madras States Agency,4710,2437,2273
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,27a,Cochin State,1261,693,568
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,27b,Travancore State,2275,1175,1100
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,27c,Other Madras States,1174,569,605
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,28,Mysore State,4600,2604,1996
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,29,North-West Frontier Province (Agencies and Tribal Areas),93,93,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,30,Punjab States,7,3,4
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,31,Punjab States Agency,132,91,41
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,32,Rajputana Agency,20064,9971,10093
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,34,United Provinces States,2,2,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Gujarati,Gujarati,0,752,496,501,35,Western India States Agency,3483786,1767013,1716773
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,INDIA,India,2189531,1110410,1079121
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,PROV,Provinces,403491,203491,200000
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,STATES,States and Agencies,1786040,906919,879121
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,1,Ajmer-Merwara,20,16,4
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,3,Assam,448,269,179
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,7,Bombay (including Aden),372160,187749,184411
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,9,Central Provinces and Berar,30732,15383,15349
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,12,Madras,25,14,11
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,14,Punjab,4,3,1
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,15,United Provinces of Agra and Oudh,102,57,45
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,18,Baroda State,180384,91427,88957
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,21,Bombay States,207168,106796,100372
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,22,Central India Agency,584014,296018,287996
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,23,Central Provinces States,24,14,10
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,24,Gwalior State,75469,37200,38269
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,25,Hyderabad State,16285,8925,7360
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,26,Jammu and Kashmir State,66,31,35
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,28,Mysore State,11,6,5
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,31,Punjab States Agency,2938,1652,1286
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,32,Rajputana Agency,719640,364830,354810
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Bhili,Bhili,0,755,496,501,35,Western India States Agency,41,20,21
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,INDIA,India,233010,118252,114758
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,PROV,Provinces,222207,112796,109411
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,STATES,States and Agencies,10803,5456,5347
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,1,Ajmer-Merwara,1,,1
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,7,Bombay (including Aden),222168,112771,109397
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,9,Central Provinces and Berar,38,25,13
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,18,Baroda State,38,12,26
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,22,Central India Agency,10680,5402,5278
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Khandesi,Khandesi,0,758,496,501,32,Rajputana Agency,85,42,43
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,INDIA,India,15839254,8799034,7040220
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,PROV,Provinces,12437639,6913659,5523980
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,STATES,States and Agencies,3401615,1885375,1516240
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,1,Ajmer-Merwara,1256,931,325
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,2,Andaman and Nicobar Islands,2232,1749,483
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,3,Assam,3274,2578,696
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,4,Baluchistan (Districts and Administered Territories),19273,13688,5585
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,5,Bengal,14516,11120,3396
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,6,Bihar and Orissa,8430,5751,2679
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,7,Bombay (including Aden),79030,51680,27350
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,7a,Aden,177,144,33
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,8,Burma,27709,20639,7070
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,9,Central Provinces and Berar,9760,7126,2634
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,10,Coorg,4,4,
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,11,Delhi,23509,16489,7020
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,13,North-West Frontier Province (Districts and Administered Territories),68031,50226,17805
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,14,Punjab,12154001,6713128,5440873
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,15,United Provinces of Agra and Oudh,26614,18550,8064
A. Vernaculars of India > Indo-European Family > Aryan Sub-Family > Indo-Aryan Branch > Inner Sub-Branch > Central Group > Panjabi,Panjabi,0,761,497,502,16,Assam States,313,245,68
